year,ices_rect,latitude,longitude,x,y,mean_fle,mean_scod,mean_mcod,name,value,mean_biom_sc
2015,40G4,55.75,14.5,468.6152383859203,6178.369028665076,3380.4518471246042,4317.830880142143,14484.239531393763,flounder_small_cod,0.07213828940200318,0.4676502244242866
2015,40G4,55.75,14.5,468.6152383859203,6178.369028665076,3380.4518471246042,4317.830880142143,14484.239531393763,flounder_large_cod,0.02103595944620751,0.4676502244242866
2015,40G4,55.75,14.5,468.6152383859203,6178.369028665076,3380.4518471246042,4317.830880142143,14484.239531393763,small_cod_large_cod,0.03458191449110837,0.4676502244242866
2015,40G6,55.75,16.5,594.1507863380024,6179.274642839335,660.4627246876179,2501.389119155631,9099.996299496728,flounder_small_cod,0.0016012810248198228,0.15629947041844086
2015,40G6,55.75,16.5,594.1507863380024,6179.274642839335,660.4627246876179,2501.389119155631,9099.996299496728,flounder_large_cod,0.0024019215372298452,0.15629947041844086
2015,40G6,55.75,16.5,594.1507863380024,6179.274642839335,660.4627246876179,2501.389119155631,9099.996299496728,small_cod_large_cod,0.34673830075684775,0.15629947041844086
2015,41G7,56.25,17.5,654.8927390415755,6236.714931948728,737.8564547101761,2403.3651578728354,5047.983111681376,flounder_small_cod,0.23044090248579896,0.028483498984813994
2015,41G7,56.25,17.5,654.8927390415755,6236.714931948728,737.8564547101761,2403.3651578728354,5047.983111681376,flounder_large_cod,0.09478049101559916,0.028483498984813994
2015,41G7,56.25,17.5,654.8927390415755,6236.714931948728,737.8564547101761,2403.3651578728354,5047.983111681376,small_cod_large_cod,0.22168103731981814,0.028483498984813994
2015,41G8,56.25,18.5,716.8245412104526,6239.413686960809,896.985246383897,552.3442752913719,1066.7595227995291,flounder_small_cod,0.10532998589658604,-0.14956174511176681
2015,41G8,56.25,18.5,716.8245412104526,6239.413686960809,896.985246383897,552.3442752913719,1066.7595227995291,flounder_large_cod,0.1423305611453931,-0.14956174511176681
2015,41G8,56.25,18.5,716.8245412104526,6239.413686960809,896.985246383897,552.3442752913719,1066.7595227995291,small_cod_large_cod,0.08131171800482506,-0.14956174511176681
2015,43G8,57.25,18.5,711.1353502655455,6350.641654765087,2216.243786362431,85.72466977882586,119.75256289274122,flounder_small_cod,0.052614260325437145,-0.15252339424301506
2015,43G8,57.25,18.5,711.1353502655455,6350.641654765087,2216.243786362431,85.72466977882586,119.75256289274122,flounder_large_cod,0.01283010816143837,-0.15252339424301506
2015,43G8,57.25,18.5,711.1353502655455,6350.641654765087,2216.243786362431,85.72466977882586,119.75256289274122,small_cod_large_cod,0.20692136303260666,-0.15252339424301506
2015,44G9,57.75,19.5,767.7240881568824,6409.77619173171,1394.5320041246516,23.277789290763966,54.42269365265906,flounder_small_cod,0.07303601938700799,-0.18232217272430404
2015,44G9,57.75,19.5,767.7240881568824,6409.77619173171,1394.5320041246516,23.277789290763966,54.42269365265906,flounder_large_cod,0.04216372752420483,-0.18232217272430404
2015,44G9,57.75,19.5,767.7240881568824,6409.77619173171,1394.5320041246516,23.277789290763966,54.42269365265906,small_cod_large_cod,0.06680672268907573,-0.18232217272430404
2016,39G4,55.25,14.5,468.2150505540507,6122.725699647073,7383.333333333335,11554.025000000001,39613.799999999996,flounder_small_cod,0.4509603635620758,1.6090446631879607
2016,39G4,55.25,14.5,468.2150505540507,6122.725699647073,7383.333333333335,11554.025000000001,39613.799999999996,flounder_large_cod,0.0135394164359387,1.6090446631879607
2016,39G4,55.25,14.5,468.2150505540507,6122.725699647073,7383.333333333335,11554.025000000001,39613.799999999996,small_cod_large_cod,0.011592174521556475,1.6090446631879607
2016,40G5,55.75,15.5,531.3847616140819,6178.369028665076,2019.131292267227,11296.00890897473,38686.112824898366,flounder_small_cod,0.1273615468370799,1.4034822253580448
2016,40G5,55.75,15.5,531.3847616140819,6178.369028665076,2019.131292267227,11296.00890897473,38686.112824898366,flounder_large_cod,0.04997979542507869,1.4034822253580448
2016,40G5,55.75,15.5,531.3847616140819,6178.369028665076,2019.131292267227,11296.00890897473,38686.112824898366,small_cod_large_cod,0.76578053694443,1.4034822253580448
2016,41G8,56.25,18.5,716.8245412104526,6239.413686960809,987.7369999776207,2930.0550785154824,10590.24861340759,flounder_small_cod,0.3815458554069673,0.22679404926532354
2016,41G8,56.25,18.5,716.8245412104526,6239.413686960809,987.7369999776207,2930.0550785154824,10590.24861340759,flounder_large_cod,0.030032159586935725,0.22679404926532354
2016,41G8,56.25,18.5,716.8245412104526,6239.413686960809,987.7369999776207,2930.0550785154824,10590.24861340759,small_cod_large_cod,0.3144913968565646,0.22679404926532354
2016,42G6,56.75,16.5,591.7277811135307,6290.561880586103,475.17469416938485,45.661813740533084,366.2623981567074,flounder_small_cod,0.11802748993169399,-0.2006860237611603
2016,42G6,56.75,16.5,591.7277811135307,6290.561880586103,475.17469416938485,45.661813740533084,366.2623981567074,flounder_large_cod,0.1877520999489657,-0.2006860237611603
2016,42G6,56.75,16.5,591.7277811135307,6290.561880586103,475.17469416938485,45.661813740533084,366.2623981567074,small_cod_large_cod,0,-0.2006860237611603
2016,43G7,57.25,17.5,650.8300302277696,6347.9835340685495,317.441695856486,118.4469614014204,296.3998648245829,flounder_small_cod,0.008780181875196025,-0.20554459780775247
2016,43G7,57.25,17.5,650.8300302277696,6347.9835340685495,317.441695856486,118.4469614014204,296.3998648245829,flounder_large_cod,0.008780181875195803,-0.20554459780775247
