pred_id,amphipoda_tot,bivalvia_tot,clupeidae_tot,clupea_harengus_tot,gadus_morhua_tot,gobiidae_tot,mysidae_tot,non_bio_tot,other_crustacea_tot,other_tot,other_pisces_tot,platichthys_flesus_tot,polychaeta_tot,saduria_entomon_tot,sprattus_sprattus_tot,predator_latin_name,species,pred_weight_g,pred_length_cm,year,quarter,month,ices_rect,subdiv,haul_id,smhi_serial_no,X,Y,lat,lon,fle_kg_km2,mcod_kg_km2,scod_kg_km2,date,bottom_depth,group,depth,density_saduria,oxy
2018_1_COD_161,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,Gadus morhua,Cod,632,40,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,large cod,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_162,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,926,46,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,large cod,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_163,0,0,0,0,0,0,0,0.49,0,0,0.05,0,0,0,0,Gadus morhua,Cod,421,38,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,large cod,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_164,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,Gadus morhua,Cod,10,11,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,small cod,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_165,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,Gadus morhua,Cod,12,12,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,small cod,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_166,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,Gadus morhua,Cod,6,9,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,NA,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_167,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,Gadus morhua,Cod,3,8,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,NA,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_168,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,Gadus morhua,Cod,2,7,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,NA,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,8,10,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,small cod,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_170,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,Gadus morhua,Cod,44,17,2018,1,2,40G4,25,2018_1_12,11,488.4725918201664,6170.85158950743,55.68333333333333,14.816666666666666,3654.979079497908,3085.7573221757325,1885.740585774059,2018-02-26,59,small cod,59.84000015258789,715.9962158203125,4.0297142163940425
2018_1_COD_171,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,436,36,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_172,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,Gadus morhua,Cod,762,45,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_173,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,265,30,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,161,27,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,370,35,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,246,31,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,187,28,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,492,38,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_179,0,0,0,11.71,0,0,0,0,0,0,0,0,0,0,10.65,Gadus morhua,Cod,439,37,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_18,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,Gadus morhua,Cod,64,21,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,small cod,60.349998474121094,185.70298767089844,3.809029784786987
2018_1_COD_181,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,3,Gadus morhua,Cod,541,40,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,Gadus morhua,Cod,228,29,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_183,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,Gadus morhua,Cod,268,33,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_184,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,Gadus morhua,Cod,150,25,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,small cod,65.9000015258789,0,4.199823694613647
2018_1_COD_186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,339,34,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_187,0,0,0,8.29,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,481,39,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_189,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,8.21,Gadus morhua,Cod,279,32,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,Gadus morhua,Cod,570,40,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,large cod,60.349998474121094,185.70298767089844,3.809029784786987
2018_1_COD_190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,740,46,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,Gadus morhua,Cod,662,44,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,82,22,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,small cod,65.9000015258789,0,4.199823694613647
2018_1_COD_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,67,20,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,small cod,65.9000015258789,0,4.199823694613647
2018_1_COD_194,0,0,0,11.83,0,0,0,0,0,0,0.77,0,0,0,11.3,Gadus morhua,Cod,734,43,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,488,42,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,Gadus morhua,Cod,549,41,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_197,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,Gadus morhua,Cod,677,49,2018,1,2,40G5,25,2018_1_13,14,504.1917870499212,6170.83837136032,55.68333333333333,15.066666666666666,3742.827442827443,4239.459459459459,737.2972972972973,2018-02-26,65,large cod,65.9000015258789,0,4.199823694613647
2018_1_COD_198,0,0,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0,Gadus morhua,Cod,88,21,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,333,34,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,large cod,60.349998474121094,185.70298767089844,3.809029784786987
2018_1_COD_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.38,Gadus morhua,Cod,469,38,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,large cod,60.349998474121094,185.70298767089844,3.809029784786987
2018_1_COD_200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81,Gadus morhua,Cod,259,31,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,318,32,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_202,0,0,0,0,0,0,0,0,0.19,0.24999999999999992,0,0,0,0,0,Gadus morhua,Cod,140,26,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,160,24,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,231,28,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,427,35,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,620,41,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_207,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,Gadus morhua,Cod,91,22,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_208,0,0,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,Gadus morhua,Cod,111,23,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,103,25,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,small cod,60.349998474121094,185.70298767089844,3.809029784786987
2018_1_COD_210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,234,29,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_211,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,Gadus morhua,Cod,146,25,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,231,30,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_213,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,Gadus morhua,Cod,1305,43,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_214,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,569,40,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,440,38,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62,Gadus morhua,Cod,336,34,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,825,44,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_218,0,0,0,0,0,0,0,0,0.09999999999999991,0,0,0,0,0,0,Gadus morhua,Cod,70,20,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_219,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,Gadus morhua,Cod,51,17,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,69,20,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,small cod,60.349998474121094,185.70298767089844,3.809029784786987
2018_1_COD_220,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,Gadus morhua,Cod,56,19,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,Gadus morhua,Cod,311,33,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,439,36,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_223,0,0,0,33.75,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,483,37,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,large cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_224,0,0,0,0,0,0,0,0,0.19,0.01,0,0,0,0,0,Gadus morhua,Cod,40,18,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_225,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,Gadus morhua,Cod,32,16,2018,1,2,40G5,25,2018_1_15,16,515.685744814013,6180.139006704826,55.766666666666666,15.25,327.27272727272725,5247.969052224372,2485.8800773694393,2018-02-26,56,small cod,56.959999084472656,309.69488525390625,4.621985227258301
2018_1_COD_226,0,0,0,28.5,0,0,0,0,0,0,0.32,0,0,0,0,Gadus morhua,Cod,728,45,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Gadus morhua,Cod,527,39,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,198,29,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_23,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,Gadus morhua,Cod,113,23,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,small cod,60.349998474121094,185.70298767089844,3.809029784786987
2018_1_COD_230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,232,30,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,432,38,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_232,0,0,0,19.02,0,0,0,0,0,0,0.27,0,0,0,0,Gadus morhua,Cod,582,41,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_233,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,Gadus morhua,Cod,192,27,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,Gadus morhua,Cod,252,31,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,Gadus morhua,Cod,285,32,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_236,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,Gadus morhua,Cod,146,26,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,large cod,61.13999938964844,0,4.512214263664245
2018_1_COD_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,121,25,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,small cod,61.13999938964844,0,4.512214263664245
2018_1_COD_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,118,24,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,small cod,61.13999938964844,0,4.512214263664245
2018_1_COD_239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,73,20,2018,1,2,40G5,25,2018_1_18,17,524.0616966279343,6178.322366637109,55.75,15.383333333333333,1136.0975609756097,191.3082039911308,79.71175166297117,2018-02-26,61,small cod,61.13999938964844,0,4.512214263664245
2018_1_COD_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gadus morhua,Cod,667,44,2018,1,2,40G4,25,2018_1_2,1,471.6333904277659,6159.799192201193,55.583333333333336,14.55,5959.345794392523,8684.579439252337,2067.7570093457944,2018-02-25,65,large cod,60.349998474121094,185.70298767089844,3.809029784786987
