oxy,depth,temp,haul_id
8.9597,62.276,2.9539,2021_1_100
0.9628333333333333,79.72016666666667,5.986666666666666,2021_1_101
8.557083333333333,43.285,3.8437333333333337,2021_1_103
8.205066666666667,70.616,3.9612166666666666,2021_1_104
8.557083333333333,43.285,3.8437333333333337,2021_1_107
8.49315,49.36,3.8427249999999997,2021_1_108
8.378483333333334,39.719166666666666,3.5202,2021_1_59
5.154283333333334,35.69016666666666,7.0199,2021_4_229
5.154283333333334,35.69016666666666,7.0199,2021_4_230
5.154283333333334,35.69016666666666,7.0199,2021_4_231
4.711283333333333,46.8275,7.284133333333333,2021_4_232
4.703533333333334,62.4795,10.686066666666667,2021_4_233
3.0354,55.424,6.4158,2021_4_234
2.5584166666666666,56.93833333333333,8.902383333333333,2021_4_235
3.2605500000000003,53.65575,8.044175,2021_4_236
1.12136,68.6922,9.8662,2021_4_237
4.9626166666666665,50.892,5.101383333333334,2021_4_239
5.453216666666667,34.671,10.093266666666667,2021_4_225
0.08305,73.13716666666667,6.1278,2021_4_242
0.26766666666666666,66.56566666666667,5.952016666666667,2021_4_243
0.6712833333333333,69.62083333333334,5.6672666666666665,2021_4_245
0.19751666666666667,58.49066666666667,5.779483333333333,2021_4_246
6.031383333333333,44.825500000000005,6.2053,2021_4_248
4.776383333333333,45.829,5.9431666666666665,2021_4_252
4.873333333333333,54.44533333333333,5.5419,2021_4_253
1.2311833333333333,74.18766666666667,5.466616666666667,2021_4_254
0.8547333333333333,73.68033333333334,5.495783333333334,2021_4_256
2.631083333333333,67.608,5.1745,2021_4_258
3.6121333333333334,62.556,5.094983333333333,2021_4_259
5.317,34.163,9.245816666666666,2021_4_226
4.5943000000000005,67.52033333333333,11.912116666666666,2021_4_227
0.5365333333333333,66.07683333333333,5.776466666666667,2021_4_247
5.7335,39.16466666666667,6.147766666666667,2022_1_59
1.3764166666666666,67.522,9.544483333333334,2022_1_51
5.74114,35.18,6.27382,2022_1_60
3.58805,53.52375,4.5424500000000005,2022_1_67
1.7101333333333333,65.02883333333334,9.422466666666667,2022_1_68
8.3855,47.3245,3.9894333333333334,2022_1_52
8.44428,54.2614,4.01992,2022_1_74
1.3629,61.49,8.42015,2022_1_75
2.04025,56.93575,4.989725,2022_1_80
1.502075,71.86575,5.68245,2022_1_82
7.1378,50.218199999999996,3.73254,2022_1_84
1.0865833333333335,68.07866666666666,5.870233333333333,2022_1_87
0.322675,73.39025000000001,6.085125,2022_1_90
7.0046,51.63,4.2438,2022_1_53
7.0046,51.63,4.2438,2022_1_98
0.6722333333333333,72.12733333333333,5.409033333333333,2022_1_64
8.4462,54.16,4.1235,2022_1_72
8.45992,50.012,3.84588,2022_1_73
1.0865833333333335,68.07866666666666,5.870233333333333,2022_1_88
7.030433333333333,47.84583333333333,3.44785,2022_1_92
1.20028,58.818600000000004,9.37734,2022_4_256
5.707466666666667,52.41,4.9575,2022_4_241
2.5151833333333333,54.95333333333333,4.8578,2022_4_259
1.6581333333333332,63.542,5.117816666666666,2022_4_261
2.4809666666666668,68.1125,4.80405,2022_4_263
0.07501666666666666,99.43233333333333,6.0574,2022_4_265
5.137725,83.05525,5.00235,2022_4_266
3.401866666666667,72.664,4.765833333333333,2022_4_268
5.397833333333334,64.56649999999999,4.84985,2022_4_274
4.8585,47.8435,9.25305,2022_4_246
0.3178166666666667,70.122,5.263733333333333,2022_4_275
3.653016666666667,58.45316666666667,11.822766666666666,2022_4_276
5.707466666666667,52.41,4.9575,2022_4_242
6.9982,37.214,9.384599999999999,2022_4_277
6.9982,37.214,9.384599999999999,2022_4_278
6.442233333333333,45.3155,9.72965,2022_4_279
2.9458333333333333,54.161,8.1435,2022_4_247
0.08693333333333333,71.1215,5.371333333333333,2022_4_270
