oxy,depth,temp,haul_id
2.2963171428571427,57.961285714285715,9.291728571428571,2015_4_2
3.549997142857143,47.559,11.19062857142857,2015_4_4
4.456278571428571,37.651714285714284,10.759042857142857,2015_4_6
5.445944285714286,38.146,7.7662571428571425,2015_4_8
6.023847142857143,43.098285714285716,5.659371428571428,2015_4_9
0.7878414285714286,78.75885714285714,5.0967714285714285,2015_4_12
1.560007142857143,77.27457142857143,4.939342857142857,2015_4_15
1.5140557142857143,75.78342857142857,4.8898142857142854,2015_4_19
6.847645714285714,43.095571428571425,9.161985714285715,2015_4_21
6.7012157142857145,42.598285714285716,8.708057142857143,2015_4_31
6.731127142857143,35.664142857142856,9.224085714285714,2015_4_32
5.530237142857143,41.60885714285714,6.494242857142857,2015_4_37
1.8669114285714286,54.493,6.455414285714285,2015_4_49
1.619522857142857,53.007,6.049542857142857,2015_4_51
6.835025714285714,42.60442857142857,9.566457142857143,2015_4_53
0.34939,89.159,5.410757142857143,2015_4_16
7.52802,59.94342857142857,3.7219857142857142,2016_1_2
5.624777142857143,47.06371428571428,7.674957142857143,2016_1_6
7.909891428571429,34.67942857142857,4.5235,2016_1_8
2.229555714285714,52.512,8.214071428571428,2016_1_10
4.511441428571429,50.53071428571429,7.337914285714286,2016_1_12
8.120057142857142,40.62314285714286,3.922614285714286,2016_1_14
8.073494285714286,46.56742857142857,4.1334285714285715,2016_1_16
6.389358571428572,55.979285714285716,4.4733,2016_1_18
4.015618571428571,56.474,4.965642857142857,2016_1_20
3.723888571428571,62.912,4.869142857142857,2016_1_21
8.40006,39.631,3.577514285714286,2016_1_23
1.8793814285714285,68.85514285714285,5.290071428571428,2016_1_25
2.6818714285714287,109.466,7.850157142857142,2016_1_30
1.6359357142857143,117.88257142857142,7.346957142857143,2016_1_31
8.461087142857142,36.658857142857144,3.4919571428571428,2016_1_37
7.959422857142857,41.60942857142857,3.649728571428571,2016_1_41
0.95043,70.33414285714285,5.294414285714286,2016_1_46
8.354185714285714,36.654714285714284,3.3120285714285713,2016_1_49
0.7244057142857143,73.30314285714286,5.38,2016_1_53
5.866504285714286,57.455,4.833757142857142,2016_1_55
0.5964214285714285,80.23671428571429,5.088042857142857,2016_1_65
3.7582514285714286,67.85885714285715,4.8386571428571425,2016_1_67
4.791032857142857,63.90014285714285,4.8429142857142855,2016_1_73
6.689901428571428,53.99514285714286,4.7498571428571434,2016_1_78
3.1122414285714286,44.089285714285715,4.935128571428572,2016_1_81
7.2791500000000005,47.55871428571429,5.330985714285714,2016_1_84
4.0014328571428575,51.521,7.962457142857143,2016_1_87
1.7552028571428573,61.428,8.530228571428571,2016_1_89
3.8735585714285716,56.97,7.907857142857143,2016_1_97
1.6572214285714286,60.93328571428572,8.130042857142858,2016_1_4
6.6344408163265305,0,8.835818367346938,2016_4_2
5.938114347826087,0,9.260144347826087,2016_4_4
6.421354424778761,0,7.761217699115044,2016_4_6
5.98219947826087,0,7.179440869565218,2016_4_7
4.148968666666667,0,6.250285641025641,2016_4_11
4.493861168224299,0,7.160356074766355,2016_4_15
3.827196835443038,0,6.132275105485232,2016_4_17
6.30419185840708,0,7.12790796460177,2016_4_18
6.150501648351648,0,6.414953846153846,2016_4_21
7.296716913580247,0,6.738967901234568,2016_4_26
7.27819702970297,0,6.440768316831683,2016_4_30
5.15303875739645,0,7.028185798816568,2016_4_39
5.731874888888889,0,6.906984444444444,2016_4_43
4.841518053691275,0,6.158845637583893,2016_4_47
6.310856428571428,0,7.157865079365079,2016_4_48
5.722643125,0,7.32656953125,2016_4_50
5.757537948717949,0,7.151413675213675,2016_4_56
6.974340898876404,0,8.868286516853933,2016_4_60
6.723173529411765,0,9.174991176470588,2016_4_62
8.548362837837837,0.02702702702702703,3.211641891891892,2017_1_1
8.540810581395348,0,3.01906511627907,2017_1_10
8.460421274509804,0,3.1431254901960783,2017_1_12
8.481765104166668,0,3.08520625,2017_1_14
7.654039572649572,0,4.361286324786325,2017_1_17
8.479287931034483,0,2.785796551724138,2017_1_22
8.416642090909091,0,3.008238181818182,2017_1_24
8.594422134831461,0,2.563226966292135,2017_1_26
6.591139496855346,0,3.8946157232704404,2017_1_28
8.383189444444444,0,2.9005972222222223,2017_1_30
8.65999394736842,0,2.296142105263158,2017_1_31
7.976574,0,2.8920438095238095,2017_1_42
6.729084635761589,0,3.3545993377483443,2017_1_44
6.578001773049645,0,3.472568085106383,2017_1_52
8.660818219178083,0,2.727798630136986,2017_1_55
8.450032574257426,0,2.818576237623762,2017_1_57
8.249022181818182,0,2.8730454545454545,2017_1_60
7.5239295833333335,0,3.389292361111111,2017_1_61
8.654648526315789,0,2.664016842105263,2017_1_64
8.347049649122807,0,2.9499622807017545,2017_1_66
8.675368372093024,0,2.664020930232558,2017_1_73
6.395014318181818,0,3.887941477272727,2017_1_74
7.090367712418301,0,3.6303607843137256,2017_1_77
7.572560384615384,0,3.4772907692307693,2017_1_79
5.514087612612613,0,4.7304450450450455,2017_1_82
8.146479732142858,0,3.1005714285714285,2017_1_83
8.166090263157894,0,3.6928780701754387,2017_1_7
8.291100095238095,0,3.459127619047619,2017_1_85
7.730366639344262,0,4.220106557377049,2017_1_88
8.322971121495327,0,3.3175429906542058,2017_1_90
8.4904454,0,3.255527,2017_1_92
8.283907181818181,0,3.6448563636363636,2017_1_95
8.272842857142857,0,3.2996809523809523,2017_1_98
8.398753539823009,0,3.4766088495575223,2017_1_99
8.60856972972973,0,2.927827027027027,2017_1_101
8.647972142857142,0,2.4506130952380953,2017_1_40
6.522637155172414,0,8.43465948275862,2017_4_2
6.495255648148148,0,7.846576851851852,2017_4_7
6.617379393939394,0,7.836363636363636,2017_4_10
6.869544653465346,0,7.921062376237623,2017_4_11
6.462282336448598,0,7.355069158878504,2017_4_14
5.23689564516129,0,6.6726056451612905,2017_4_18
4.865743661971831,0,6.389059154929577,2017_4_20
6.960395,0,6.814730487804878,2017_4_36
6.883565,0,6.7593048780487806,2017_4_39
5.63477272,0,6.4147168,2017_4_44
6.973805324675324,0,6.729805194805195,2017_4_46
5.648457704918033,0,6.484506557377049,2017_4_52
6.575736883116883,0,7.54308051948052,2017_4_56
6.626622533333333,0,7.478408,2017_4_58
6.611303555555556,0,7.710544444444444,2017_4_60
6.086760873015873,0,8.028422222222222,2017_4_6
7.062578492063492,0,4.360257142857143,2018_1_2
8.281790108695652,0,3.365951086956522,2018_1_8
8.168251962616823,0,3.6390289719626168,2018_1_9
8.67677384,0,3.829124,2018_1_13
7.4795714179104476,0,3.653724626865672,2018_1_24
8.226430102040815,0,3.468415306122449,2018_1_4
8.390754205607477,0,3.2434233644859813,2018_1_25
7.674963,0,3.5172825,2018_1_28
6.908156411764706,0,3.4334041176470587,2018_1_30
7.607051617647059,0,2.9892419117647058,2018_1_32
7.058724496644295,0,3.2500362416107382,2018_1_34
7.332598579881656,0,3.4839715976331362,2018_1_36
8.52886909090909,0,2.8923472727272728,2018_1_38
7.2728796987951805,0,3.428359638554217,2018_1_40
8.559102032520325,0,2.7906081300813006,2018_1_41
7.857311041666667,0,3.3065270833333336,2018_1_44
8.47564515151515,0,2.910046212121212,2018_1_48
8.54083823076923,0.015384615384615385,2.8142384615384617,2018_1_50
8.525212903225807,0,2.7997443548387095,2018_1_52
8.782469864864865,0,2.090837837837838,2018_1_53
8.686002592592592,0,2.3800564814814815,2018_1_56
8.320387375,0,3.17538625,2018_1_6
8.6781975,0,2.4401048076923075,2018_1_58
8.773925806451613,0,2.218593548387097,2018_1_60
8.822037792207793,0,2.0635415584415586,2018_1_62
8.7574175,0,2.1992144736842105,2018_1_63
8.80452590909091,0.00909090909090909,2.1392454545454545,2018_1_66
7.659151428571429,57.96214285714286,7.934828571428572,2018_4_2
7.729175714285715,39.13785714285714,7.7263,2018_4_6
7.5733628571428575,49.04514285714286,8.243385714285715,2018_4_11
7.185191428571429,49.540285714285716,8.1301,2018_4_14
1.17852,53.998,10.166785714285714,2018_4_57
5.204051428571429,53.503,10.2212,2018_4_58
0.9643623856336471,NA,12.008,2019_4_65
0,NA,8.842,2019_4_68
0,NA,8.84,2019_4_68
5.784330850906453,NA,9.092,2019_4_69
6.3987415721203895,NA,8.745,2019_4_70
6.3987415721203895,NA,8.745,2019_4_71
0.3605483692279327,NA,5.578,2019_4_72
0.3605483692279327,NA,5.578,2019_4_73
1.143760471918729,NA,5.184,2019_4_75
5.481725623863536,NA,6.099,2019_4_77
5.324491499547401,NA,6.096,2019_4_77
1.0470232766020495,NA,5.265,2019_4_81
0.5171654586250336,NA,5.27,2019_4_81
3.5925558354654354,NA,4.654,2019_4_83
3.3903530113244678,NA,4.679,2019_4_85
4.72380715025455,NA,4.814,2019_4_86
1.0114052229616104,NA,8.616,2019_4_90
2.4013807278305364,NA,12.884,2019_4_66
0.5719545491232326,NA,5.246,2019_4_91
4.843584667992012,NA,4.685,2019_4_93
3.1550054030590173,NA,4.786,2019_4_94
5.104643760057861,NA,8.402,2019_4_95
4.030571460083587,NA,8.081,2019_4_96
6.113285379994211,NA,8.564,2019_4_97
6.220928170351647,NA,8.848,2019_4_67
3.434346562640851,NA,4.85,2019_4_76
0.20628944273192037,NA,5.428,2019_4_82
0.15623991998684517,NA,5.444,2019_4_92
3.284465825176376,NA,7.912,2020_1_41
2.619450433991576,NA,7.01,2020_1_44
0.8316418696964448,NA,9.132,2020_1_45
1.2431969556497229,NA,7.56,2020_1_46
0.8826394422076662,NA,9.328,2020_1_47
1.079044529291041,NA,6.142,2020_1_48
0.9538633744583549,NA,5.421,2020_1_49
0.3261657587411505,NA,6.22,2020_1_51
4.863674027467546,NA,4.806,2020_1_53
4.863674027467546,NA,4.806,2020_1_54
2.4014912497567225,NA,8.846,2020_1_42
0.23040303692257247,NA,5.981,2020_1_55
5.807049606407611,NA,4.492,2020_1_58
4.295252341043059,NA,5.041,2020_1_60
5.35021175907275,NA,4.388,2020_1_63
5.35021175907275,NA,4.388,2020_1_64
4.653727844252252,NA,4.656,2020_1_65
5.757712016799963,NA,4.5,2020_1_66
5.112925552858756,NA,4.636,2020_1_67
4.429564177463068,NA,4.738,2020_1_69
5.999520083684651,NA,4.35,2020_1_70
5.999520083684651,NA,4.35,2020_1_71
4.779478309981701,NA,4.74,2020_1_72
0.7260396055981625,NA,7.87,2020_1_73
2.411277849748824,NA,5.222,2020_1_74
2.411277849748824,NA,5.222,2020_1_75
1.6352562086904625,NA,8.47,2020_1_76
0.5426903071441178,NA,9.183,2020_1_77
0.5426903071441178,NA,9.183,2020_1_78
5.371164610805905,NA,5.56,2020_1_79
5.357950399790144,NA,5.569,2020_1_79
5.629284080070394,NA,5.362,2020_1_80
5.6275841473568775,NA,5.848,2020_1_81
5.646074275060089,NA,5.774,2020_1_82
4.092605801847516,NA,6.482,2020_1_83
2.3827433818087727,NA,8.745,2020_1_43
4.092605801847516,NA,6.482,2020_1_84
5.200697901783523,NA,6.112,2020_1_92
0.23040303692257247,NA,5.981,2020_1_57
0.9407266196456849,NA,5.808,2020_1_61
2.6344333333333334,57.9255,12.27125,2020_4_240
3.1909666666666667,45.8055,10.971283333333334,2020_4_241
4.6308,50.876,5.83675,2020_4_227
5.60985,39.7335,10.8692,2020_4_242
5.60985,39.7335,10.8692,2020_4_243
3.8346333333333336,47.83316666666667,10.67885,2020_4_244
2.9995333333333334,45.2855,10.6967,2020_4_245
0.3864,73.645,5.95415,2020_4_229
0.11041666666666666,68.58183333333334,5.691566666666667,2020_4_212
0.11041666666666666,68.58183333333334,5.691566666666667,2020_4_214
0.09268333333333334,84.78933333333333,6.235283333333333,2020_4_223
0.6072000000000001,68.62766666666667,5.967216666666666,2020_4_224
8.914525000000001,38.35125,3.097025,2021_1_66
8.914525000000001,38.35125,3.097025,2021_1_68
7.9882,54.15266666666667,4.7827,2021_1_69
7.9882,54.15266666666667,4.7827,2021_1_70
2.53345,77.19116666666667,5.570683333333333,2021_1_72
4.11115,74.66066666666667,5.314566666666666,2021_1_73
8.939916666666667,44.297666666666665,3.0886833333333334,2021_1_56
0.17338,80.4758,6.21904,2021_1_75
0.29561666666666664,76.69183333333334,6.1839,2021_1_77
8.2848,48.604,4.0405,2021_1_78
8.787475,55.556,3.600075,2021_1_57
0.8627,75.58633333333333,6.0672,2021_1_80
0.8627,75.58633333333333,6.0672,2021_1_81
0.3354666666666667,83.26383333333334,6.18555,2021_1_83
3.12485,69.61066666666667,5.4744166666666665,2021_1_84
8.561433333333333,49.365833333333335,3.7638333333333334,2021_1_85
3.12485,69.61066666666667,5.4744166666666665,2021_1_86
9.51854,41.931,1.1457,2021_1_89
8.168,56.9214,3.47632,2021_1_90
0.1126,75.94,5.5534,2021_1_91
0.09093333333333334,82.511,5.909433333333333,2021_1_93
0.15853333333333333,81.2475,5.860683333333333,2021_1_94
1.9865,72.904,5.7369,2021_1_95
2.1975,76.65820000000001,5.67896,2021_1_96
3.29475,73.161,5.26615,2021_1_98
3.29475,73.161,5.26615,2021_1_99
